about,address,category,city,com_id,company,country,employees,reference,sector,status,turnover,website,zipcode
"
Essex Lake Group LLC is a rapidly growing firm that deploys Big Data science and deep industry experience to deliver high-impact results for global Fortune 100 companies.
We address client needs in marketing, collections, technology, operations, procurement/supply chain, risk management and other functional areas across various industries, including financial services, telecom and healthcare.
Our team are involved in the entire profit enhancement process, on an iterative basis, addressing upfront strategy; devising and performing granular and insightful analysis; and translating that analysis into optimal business performance.
Essex Lake Group LLC seeks energetic, self-motivated and team-oriented candidates that can bring fresh ideas and innovative solutions to our team. We hire extremely talented individuals with
stellar academic background directly from top universities around the world. We offer an
intensive training and career development program that prepares our team members to
be tomorrows business leaders. We recruit globally at any location where we find talent to meet our strict high standards primarily in the US, Canada, Europe, India, and China.
","
Essex Lake Group, Bestech Business Tower, Unit no. 819-826, 8th Floor, Sector 48, Gurugram, Haryana 122018
","
MNC
",Gurugram,399,Essex Lake Group,India,"
Between 100 to 500
","
Alumini Contact
","
Analytics
",1,,https://essexlg.com,122018
,"
","
",,400,Ask to Solve Management Services Pvt Ltd,,,,"
",0,,,
"
Mondelez India Foods Private Limited is a part of the Mondelēz International group of companies and is in the business of creating delicious moments of joy  by producing delectable chocolate confectionaries, gum and candy products, and popular beverages and foods that include many of India's most popular and trusted food brands.

We strongly believe in delighting our customers by offering the best quality products possible. Over the years we have won our customers' hearts, making us the market leaders in the chocolates category in India. Our flagship brand Cadbury Dairy Milk (CDM) is considered the ""Gold Standard"" for chocolates - the pure taste of CDM defines the chocolate taste for the Indian consumer.

Our other much loved brands include Cadbury Bournvita, CDM Silk, Cadbury Choclairs, Gems, 5-Star, Perk, Bournville, Celebrations, Halls, Oreo and Tang.

Ranked 3rd amongst Indias Most Admired Companies by Fortune India in 2013, , Mondelez India Foods Private Limited is a part of Mondelēz International (NASDAQ: MDLZ), the global snacking and food company and a spin-off from Kraft Foods Inc. Mondelēz International is the world's largest chocolatier, biscuit baker and candy maker, and the second-largest maker of gum.

Mondelez India Foods Private Limited has been in India for over 6 decades, having started in 1948 as an importer of chocolates.
Our work ethic, values systems and quality standards make us an employer of choice in India. Our large community extends into India's agricultural spaces. Since 1965, Mondelez India Foods Limited has pioneered and enhanced the development of cocoa cultivation in India. For over two decades, we have worked with the Kerala Agricultural University to undertake cocoa research and improve cocoa yields. Our cocoa team works with farmers to improve incomes through best practices in all aspects of cocoa cultivation - from planting to harvesting. Our efforts have touched the lives of thousands of farmers.

Headquartered in Mumbai, Mondelez India Foods Private Limited has sales offices in New Delhi, Mumbai, Kolkata and Chennai and manufacturing facilities at Induri (Pune), Malanpur (Gwalior), Baddi (Himachal Pradesh) and Sri City.
","
Unit No. 2001, 20th Floor, Tower-3 (Wing C), Indiabulls Finance Centre, Parel
","
MNC
","Mumbai, Maharashtra",401,Mondelez International,India,"
>5000
","
Self
","
Others
",0,"
Between 1000 to 5000
",https://in.mondelezinternational.com/home,400013
,"
Room No. 217, Corporate Centre, Tata Steel, Jamshedpur-821001
","
Private
",Jamshedpur,402,Tata Steel,India,"
>5000
","
Contacted by CDC
","
Core Engineering
",1,"
>5000
",www.tatasteel.com,831001
"
Gayatri Vidya Parishad College of Engineering is established in 1996. Institution is accredited by NAAC with 'A' grade with a CGPA of 3.47/4.00. College ranked 198 in NIRF Rankings 2019.Offering 7 B.Tech., 9 M.Tech. one MCA program
","
Madhurawada, Visakhapatnam
","
Private
",Visakhapatnam,403,GAYATRI VIDYA PARISHAD COLLEGE OF ENGINEERING (Autonomous),India,"
Between 100 to 500
","
Self
","
Teaching / education
",0,,www.gvpce.ac.in,530048
"
CollegeDoors is a leading online test platform for competitive exams, currently focused on Engineering (JEE Main, JEE Adv, BITSAT etc.) and Medical (NEET, AIIMS) entrance examinations. CollegeDoors has many reputed coaching classes as its customers, nearing 100 across 40+ cities.
","
282, Powai Plaza,
","
Private
",MUMBAI,404,CollegeDoors (Seshat Technologies Pvt. Ltd.),India,"
Below 50
","
Contacted by CDC
","
Teaching / education
",1,"
Below 50
",www.CollegeDoors.com,400076
,"
","
",,405,Total Environment building Systems Pvt. Ltd.,,,,"
",0,,,
"
Simerics Inc. develops and markets advanced Computer-Aided Engineering (CAE) software for the virtual simulation and testing of mechanical systems catering to automotive, aerospace, marine, fluid power, oil and gas industries. We are focused on providing engineering software tools that allow manufacturers to reduce expensive hardware testing and provide unique insight into their products performance.
Simerics Inc. is headquartered in Seattle, USA with subsidiary offices and distributors all over the world. The team is comprised of scientists and engineers who have been among the pioneers in the development and application of multipurpose computational physics since the early 1980s. This knowledge and experience are combined with new advances in computational physics, computational geometry, and software engineering to provide our clients with the next generation of simulation tools.
","
1750 112th Ave NE, Ste C250 Bellevue
","
Private,MNC
",Seattle,406,Simerics Inc.,USA,,"
Self
","
Core Engineering,IT/Software
",0,"
Between 100 to 500
",https://www.simerics.com,WA 98004
"
At Total Environment, we love creating experiences that touch your senses and evoke emotions. Intricate and vibrant experiences that have depth and character, created with passion and sensitivity. Our inspiration comes from nature and the deep rooted cultural heritage of our beautiful planet.

Since 1996, we have been designing, building and managing some of the best homes in the world. In 2012 we ventured into craft beer, live music events and fine dining and we currently own and run three successful brands in that area. Besides this, we also design and manufacture high quality furniture.
 
Every experience we deliver is customized and of high quality which makes our work extremely complex. We believe stimulating workplaces are created by great people.
","
IMAGINE, no.78, ITPL Road, EPIP Zone, Whitefield, Bangalore 560 066
","
Private
",Bangalore,407,Total Environment building Systems Pvt. Ltd.,India,"
Between 500 to 1000
","
Self
","
Construction
",1,,www.totalenvironment.in,560066
"
ShareChat, Indias fastest growing vernacular social network platform is a technology led start-up based out of Bangalore. ShareChat was started with a vision to provide a comfortable digital space not only for the people who want to use the internet in their mother tongue, but also for first-time internet users, where everyone can share their thoughts, emotions, opinions; and become friends with others without any language barrier.
It is the first social network which has gathered geo-specific data on Indian content at a large scale and leverages a highly data oriented approach to cater to the diverse needs of Indias internet users. Our users create 20 million posts per month which get 25 billion impressions in total.
We have an 80 membered core engineering team, from IITK, IITG, and IITR and have raised a total of $222.8M from top venture capital firms in India and China along with an angel from Whatsapp top executive and Twitter.
","
ShareChat, Sona Tower, 1st floor, Hosur Rd, Industrial Area, Venkateshwara Layout, S.G. Palya, Bengaluru,
","
Private,StartUp
",Bangalore,408,ShareChat,India,"
Between 100 to 500
","
Contacted by CDC
","
Ecommerce
",0,,https://we.sharechat.com,560029
,"
Indiqube Edge Bellandur Bangalore 560102
","
StartUp
",Bangalore,409,SOLV,India,,"
Self
","
Others
",0,,https://www.solvezy.com/,560102
,"
123, Industrial Layout, Hosur Road
","
Private
",Bangalore,410,Robert Bosch Engineering and Business Solutions Pvt Ltd,India,,"
Self
","
Automobile
",0,,https://www.bosch.in/,560095
"
Thornton Tomasetti is a leader in engineering design, investigation and analysis serving clients worldwide on projects of all sizes and complexity. With practices in building structure, building skin, building performance, construction support services, property loss consulting and building sustainability, Thornton Tomasetti addresses the full life cycle of a structure. We have supported clients working in more than 50 countries, with projects that include the tallest buildings and longest spans to the restoration of prized historic properties. Founded in 1956, today Thornton Tomasetti comprises more than 650 engineering and architectural professionals who collaborate from offices across the United States and in Asia-Pacific, Europe and the Middle East.
","
Indiabulls Finance Center, Tower 2, 10th floor, Unit no. 1001-ASenapati Bapat MargElphinstone (W)
","
MNC
",Mumbai,411,Thornton Tomasetti,India,"
Between 1000 to 5000
","
Contacted by CDC
","
Consulting
",0,"
>5000
",http://www.thorntontomasetti.com/,400013
